No.,Year.Built,BuildingArea,AreaUnits,Type,County,City,Price.USD
4271,1998,0,Acres,SINGLE_FAMILY,Upson County,Yatesville,949900
4272,0,0,Acres,LOT,Upson County,Yatesville,130000
4273,2010,2590,Acres,SINGLE_FAMILY,Fannin County,Epworth,699000
4274,2008,0,sqft,SINGLE_FAMILY,Fannin County,Epworth,350000
4275,1960,1668,Acres,SINGLE_FAMILY,Fannin County,Epworth,349900
4276,0,0,Acres,LOT,Fannin County,Epworth,239000
4277,0,0,Acres,LOT,Fannin County,Epworth,137777
4278,0,0,Acres,LOT,Fannin County,Epworth,28000
4279,2006,2102,Acres,SINGLE_FAMILY,Fannin County,Epworth,495000
4280,0,0,Acres,LOT,Fannin County,Epworth,150000
4281,1945,0,sqft,SINGLE_FAMILY,Fannin County,Epworth,220000
4282,2021,2978,Acres,SINGLE_FAMILY,Fannin County,Epworth,799900
4283,0,0,Acres,LOT,Fannin County,Epworth,160000
4284,2021,2100,Acres,SINGLE_FAMILY,Fannin County,Epworth,450000
4285,0,0,Acres,LOT,Fannin County,Epworth,137777
4286,1960,0,sqft,SINGLE_FAMILY,Fannin County,Epworth,125000
4287,2008,5520,Acres,SINGLE_FAMILY,Fannin County,Epworth,750000
4288,1986,10000,Acres,SINGLE_FAMILY,Fannin County,Epworth,2700000
4289,1975,3340,Acres,SINGLE_FAMILY,Fannin County,Epworth,849000
4290,2021,3050,Acres,SINGLE_FAMILY,Fannin County,Epworth,1059000
4291,2021,3050,Acres,SINGLE_FAMILY,Fannin County,Epworth,979000
4292,2021,3050,Acres,SINGLE_FAMILY,Fannin County,Epworth,1059000
4293,2021,1400,Acres,SINGLE_FAMILY,Fannin County,Epworth,398500
4294,2021,1176,Acres,SINGLE_FAMILY,Fannin County,Epworth,365000
4295,0,0,Acres,LOT,Fannin County,Epworth,28000
4296,0,0,Acres,LOT,Muscogee County,Columbus,60000
4297,1954,1120,sqft,SINGLE_FAMILY,Muscogee County,Columbus,89000
4298,1950,1173,sqft,SINGLE_FAMILY,Muscogee County,Columbus,112000
4299,1955,1624,Acres,SINGLE_FAMILY,Muscogee County,Columbus,159000
4300,1952,1064,sqft,SINGLE_FAMILY,Muscogee County,Columbus,69900
4301,1956,2398,Acres,SINGLE_FAMILY,Muscogee County,Columbus,279500
4302,1934,1528,sqft,SINGLE_FAMILY,Muscogee County,Columbus,134900
4303,1951,1264,sqft,SINGLE_FAMILY,Muscogee County,Columbus,144900
4304,1954,788,sqft,SINGLE_FAMILY,Muscogee County,Columbus,45000
4305,1956,3200,sqft,SINGLE_FAMILY,Muscogee County,Columbus,295000
4306,1955,1463,sqft,SINGLE_FAMILY,Muscogee County,Columbus,149900
4307,1974,2094,sqft,CONDO,Muscogee County,Columbus,179000
4308,2018,0,sqft,SINGLE_FAMILY,Effingham County,Guyton,245000
4309,2012,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,340000
4310,2012,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,262900
4311,2021,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,370000
4312,2013,1325,Acres,SINGLE_FAMILY,Effingham County,Guyton,199900
4313,2018,0,sqft,SINGLE_FAMILY,Effingham County,Guyton,189990
4314,2015,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,189900
4315,2004,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,104850
4316,2003,1631,Acres,SINGLE_FAMILY,Effingham County,Guyton,224900
4317,1995,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,0
4318,2017,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,235000
4319,2016,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,425000
4320,2000,1146,Acres,SINGLE_FAMILY,Effingham County,Guyton,159900
4321,2020,0,sqft,SINGLE_FAMILY,Effingham County,Guyton,293209
4322,1995,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,239900
4323,2017,0,sqft,SINGLE_FAMILY,Effingham County,Guyton,235000
4324,2006,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,280000
4325,2006,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,299000
4326,2006,0,sqft,SINGLE_FAMILY,Effingham County,Guyton,242000
4327,1996,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,309900
4328,2007,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,525000
4329,2014,0,Acres,SINGLE_FAMILY,Effingham County,Guyton,315000
4330,0,0,Acres,LOT,Effingham County,Guyton,83900
4331,0,0,sqft,LOT,Effingham County,Guyton,239000
4332,0,0,Acres,LOT,Effingham County,Guyton,82500
4333,0,0,Acres,LOT,Effingham County,Guyton,2475000
4334,0,0,Acres,LOT,Effingham County,Guyton,200000
4335,1982,0,Acres,LOT,Effingham County,Guyton,189000
4336,0,0,Acres,LOT,Harris County,Ellerslie,85000
4337,0,0,Acres,LOT,Harris County,Ellerslie,85000
4338,1973,2175,Acres,SINGLE_FAMILY,Harris County,Ellerslie,239000
4339,2021,0,Acres,SINGLE_FAMILY,Harris County,Ellerslie,12500
4340,0,0,Acres,LOT,Harris County,Ellerslie,146600
4341,1930,0,Acres,SINGLE_FAMILY,Haralson County,Buchanan,110000
4342,1980,1109,Acres,SINGLE_FAMILY,Haralson County,Buchanan,179900
4343,0,0,Acres,LOT,Haralson County,Buchanan,305910
4344,2000,1674,Acres,SINGLE_FAMILY,Haralson County,Buchanan,184900
4345,2000,0,Acres,SINGLE_FAMILY,Haralson County,Buchanan,184900
4346,1992,1320,Acres,SINGLE_FAMILY,Haralson County,Buchanan,179900
4347,1996,1144,Acres,SINGLE_FAMILY,Haralson County,Buchanan,175000
4348,0,0,sqft,LOT,Polk County,Buchanan,579000
4349,0,0,Acres,LOT,Haralson County,Buchanan,280894
4350,0,0,Acres,LOT,Haralson County,Buchanan,930000
4351,0,0,Acres,LOT,Haralson County,Buchanan,320000
4352,0,0,sqft,LOT,Haralson County,Buchanan,264000
4353,0,0,Acres,LOT,Haralson County,Buchanan,363375
4354,1990,3396,Acres,SINGLE_FAMILY,Haralson County,Buchanan,229900
4355,2018,3952,Acres,SINGLE_FAMILY,Haralson County,Buchanan,859950
4356,2017,1188,Acres,SINGLE_FAMILY,Haralson County,Buchanan,325000
4357,0,0,Acres,LOT,Haralson County,Buchanan,648158
4358,0,0,Acres,LOT,Haralson County,Buchanan,27011
4359,0,0,Acres,LOT,Walton County,Good Hope,209665
4360,2005,4000,Acres,SINGLE_FAMILY,Walton County,Good Hope,1725000
4361,0,0,Acres,LOT,Walton County,Good Hope,209665
4362,2020,0,Acres,SINGLE_FAMILY,Walton County,Good Hope,435000
4363,1975,1936,Acres,SINGLE_FAMILY,Walker County,Trion,234900
4364,2010,456,Acres,SINGLE_FAMILY,Chattooga County,Summerville,35000
4365,1978,3796,Acres,SINGLE_FAMILY,Walker County,Trion,750000
4366,0,0,sqft,LOT,Walker County,TRION,1329900
4367,0,0,Acres,LOT,Walker County,Trion,155000
4368,0,0,Acres,LOT,Chattooga County,Trion,20000
4369,1948,840,Acres,SINGLE_FAMILY,Walker County,Trion,49900
4370,1960,1774,Acres,SINGLE_FAMILY,Chattooga County,Trion,159900
4371,1998,3204,Acres,SINGLE_FAMILY,Walker County,Trion,450000
4372,1987,896,Acres,SINGLE_FAMILY,Walker County,Trion,119000
4373,0,0,Acres,LOT,Chattooga County,Trion,9500
4374,1900,1051,Acres,SINGLE_FAMILY,Chattooga County,Trion,35000
4375,0,0,Acres,LOT,Walker County,Trion,29900
4376,0,0,Acres,LOT,Chattooga County,Trion,188172
4377,0,0,Acres,LOT,Walker County,Trion,89900
4378,0,0,Acres,LOT,Walker County,Trion,199900
4379,0,0,Acres,LOT,Walker County,Trion,92000
4380,0,0,Acres,LOT,Walker County,Trion,55000
4381,0,0,Acres,LOT,Troup County,Lagrange,150000
4382,1915,1195,sqft,SINGLE_FAMILY,Troup County,Lagrange,72900
4383,1910,8238,Acres,SINGLE_FAMILY,Troup County,Lagrange,1299000
4384,0,0,sqft,LOT,Troup County,Lagrange,1549600
4385,0,0,Acres,LOT,Troup County,Lagrange,59000
4386,0,0,Acres,LOT,Troup County,Lagrange,138325
4387,0,0,Acres,LOT,Troup County,Lagrange,40000
4388,1978,0,Acres,MULTI_FAMILY,Troup County,Lagrange,274900
4389,2005,1283,sqft,TOWNHOUSE,Troup County,Lagrange,99000
4390,1900,2250,Acres,SINGLE_FAMILY,Troup County,Lagrange,258900
4391,1970,1534,Acres,SINGLE_FAMILY,Troup County,Lagrange,235000
4392,1920,1900,Acres,SINGLE_FAMILY,Troup County,Lagrange,112000
4393,1922,1739,Acres,SINGLE_FAMILY,Troup County,Lagrange,135500
4394,0,0,Acres,LOT,Troup County,Lagrange,179900
4395,1935,2205,Acres,SINGLE_FAMILY,Troup County,Lagrange,249900
4396,1850,7397,Acres,SINGLE_FAMILY,Troup County,LAGRANGE,1260000
4397,2021,3120,Acres,SINGLE_FAMILY,Troup County,Lagrange,404450
4398,2016,11948,Acres,SINGLE_FAMILY,Troup County,Lagrange,2900000
4399,1920,1395,Acres,SINGLE_FAMILY,Troup County,Lagrange,79900
4400,1910,938,Acres,SINGLE_FAMILY,Troup County,Lagrange,59900
4401,1900,1523,Acres,SINGLE_FAMILY,Troup County,Lagrange,62900
4402,1976,0,sqft,SINGLE_FAMILY,Troup County,Lagrange,224900
4403,1940,0,sqft,SINGLE_FAMILY,Troup County,Lagrange,114900
4404,2019,2446,sqft,SINGLE_FAMILY,Troup County,Lagrange,310900
4405,2007,7182,Acres,SINGLE_FAMILY,Troup County,Lagrange,525000
4406,1985,0,Acres,SINGLE_FAMILY,Newton County,Mansfield,2480000
4407,0,0,Acres,LOT,Oconee County,Watkinsville,210000
4408,2002,1793,Acres,SINGLE_FAMILY,Barrow County,Winder,250000
4409,1930,3340,Acres,SINGLE_FAMILY,Fulton County,Atlanta,1350000
4410,0,0,Acres,LOT,Rockdale County,Conyers,2307000
4411,2003,2360,Acres,SINGLE_FAMILY,Madison County,Colbert,275000
4412,2008,1674,sqft,SINGLE_FAMILY,Clayton County,Hampton,209900
4413,1960,924,Acres,SINGLE_FAMILY,Spalding County,Griffin,74500
4414,2020,2265,Acres,SINGLE_FAMILY,Haralson County,Bremen,329900
4415,1992,0,Acres,SINGLE_FAMILY,Carroll County,Villa Rica,250000
4416,1989,2162,Acres,SINGLE_FAMILY,Gwinnett County,Suwanee,319900
4417,0,0,sqft,LOT,Fulton County,Atlanta,147500
4418,2021,0,Acres,SINGLE_FAMILY,Putnam County,Eatonton,379900
4419,1961,1095,Acres,SINGLE_FAMILY,Cobb County,Marietta,246000
4420,2015,1847,sqft,TOWNHOUSE,Gwinnett County,Buford,289000
4421,2005,1416,sqft,SINGLE_FAMILY,Gwinnett County,Duluth,279000
4422,2016,2626,Acres,SINGLE_FAMILY,Barrow County,Winder,399900
4423,2018,1818,Acres,SINGLE_FAMILY,Union County,Blairsville,297500
4424,1997,12400,Acres,SINGLE_FAMILY,Henry County,Locust Grove,1999900
4425,1983,0,Acres,SINGLE_FAMILY,Fayette County,Fayetteville,302000
4426,2001,2600,Acres,SINGLE_FAMILY,Gwinnett County,Loganville,315000
4427,1974,1864,sqft,TOWNHOUSE,Dekalb County,Dunwoody,399000
4428,2016,2560,sqft,SINGLE_FAMILY,Paulding County,Dallas,415000
4429,2000,2513,Acres,SINGLE_FAMILY,Gwinnett County,Suwanee,402000
4430,1986,0,sqft,SINGLE_FAMILY,Gwinnett County,Lawrenceville,259000
4431,0,0,Acres,LOT,Atkinson County,Willacoochee,12500
4432,0,0,Acres,LOT,Atkinson County,Willacoochee,12500
4433,0,0,Acres,LOT,Atkinson County,Willacoochee,39999
4434,1910,0,Acres,SINGLE_FAMILY,Atkinson County,Willacoochee,265500
4435,1995,0,Acres,MULTI_FAMILY,Murray County,Crandall,399900
4436,0,0,Acres,LOT,Murray County,Crandall,389632
4437,0,0,Acres,MULTI_FAMILY,Murray County,Chatsworth,325000
4438,0,0,Acres,LOT,Murray County,Crandall,174999
4439,0,0,sqft,LOT,Laurens County,Dudley,6426000
4440,1959,0,sqft,SINGLE_FAMILY,Laurens County,Dublin,149900
4441,1972,0,sqft,SINGLE_FAMILY,Laurens County,Dublin,75000
4442,1953,0,Acres,SINGLE_FAMILY,Laurens County,Dublin,37000
4443,1940,2450,Acres,SINGLE_FAMILY,Laurens County,Dublin,269000
4444,0,0,Acres,LOT,Laurens County,Dublin,25000
4445,0,0,Acres,LOT,Laurens County,Dublin,20000
4446,0,0,Acres,LOT,Laurens County,East Dublin,217650
4447,0,0,Acres,LOT,Laurens County,Dublin,20000
4448,0,0,Acres,LOT,Laurens County,Dublin,16000
4449,2021,0,sqft,TOWNHOUSE,Laurens County,Dublin,298550
4450,1945,1271,sqft,SINGLE_FAMILY,Laurens County,Dublin,39500
4451,1958,1020,Acres,SINGLE_FAMILY,Laurens County,Dublin,39500
4452,1950,1243,sqft,SINGLE_FAMILY,Laurens County,Dublin,44000
4453,1940,1200,Acres,SINGLE_FAMILY,Laurens County,East Dublin,48000
4454,1966,3383,Acres,SINGLE_FAMILY,Laurens County,Dublin,275000
4455,1945,1600,sqft,SINGLE_FAMILY,Laurens County,Dublin,44900
4456,1961,2375,Acres,SINGLE_FAMILY,Laurens County,Dublin,292000
4457,0,0,Acres,LOT,Laurens County,Dublin,20000
4458,1951,1430,sqft,SINGLE_FAMILY,Laurens County,Dublin,69000
4459,2005,0,sqft,SINGLE_FAMILY,Laurens County,Dublin,169900
4460,1950,1107,sqft,SINGLE_FAMILY,Laurens County,Dublin,65000
4461,1960,1132,Acres,SINGLE_FAMILY,Laurens County,Dublin,60000
4462,2020,0,sqft,SINGLE_FAMILY,Laurens County,Dublin,132000
4463,1952,0,sqft,SINGLE_FAMILY,Laurens County,Dublin,79900
4464,1952,806,sqft,SINGLE_FAMILY,Laurens County,Dublin,56100
4465,0,0,Acres,LOT,Laurens County,Dublin,269000
4466,1976,840,sqft,SINGLE_FAMILY,Laurens County,Dublin,32500
4467,1947,1125,sqft,SINGLE_FAMILY,Muscogee County,Columbus,89900
4468,2021,1137,sqft,SINGLE_FAMILY,Muscogee County,Columbus,142125
4469,1966,0,Acres,LOT,Ben Hill County,Rebecca,159900
4470,0,0,sqft,LOT,Troup County,Lagrange,20000
4471,2021,1543,Acres,SINGLE_FAMILY,Troup County,Lagrange,219000
4472,0,0,Acres,LOT,Troup County,Lagrange,31000
4473,0,0,Acres,LOT,Troup County,Lagrange,12500
4474,0,0,Acres,LOT,Troup County,Lagrange,14900
4475,0,0,Acres,LOT,Troup County,Lagrange,18500
4476,0,0,Acres,LOT,Troup County,Lagrange,49900
4477,0,0,sqft,LOT,Troup County,Lagrange,18500
4478,0,0,sqft,LOT,Troup County,Lagrange,29900
4479,0,0,Acres,LOT,Troup County,Lagrange,674458
4480,0,0,Acres,LOT,Troup County,Lagrange,740000
4481,0,0,Acres,LOT,Troup County,Lagrange,1350000
4482,0,0,Acres,LOT,Troup County,Lagrange,39000
4483,0,0,Acres,LOT,Troup County,Lagrange,18000
4484,0,0,sqft,LOT,Troup County,Lagrange,59900
4485,0,0,Acres,LOT,Troup County,Lagrange,28500
4486,0,0,Acres,LOT,Troup County,Lagrange,24900
4487,0,0,Acres,LOT,Troup County,Lagrange,19900
4488,0,0,Acres,LOT,Troup County,Lagrange,10500
4489,0,0,Acres,LOT,Troup County,Lagrange,79900
4490,0,0,Acres,LOT,Troup County,Lagrange,30504000
4491,0,0,Acres,LOT,Troup County,Lagrange,49900
4492,0,0,Acres,LOT,Troup County,Lagrange,20000
4493,0,0,sqft,LOT,Troup County,Lagrange,65000
4494,1959,1225,Acres,SINGLE_FAMILY,Dekalb County,Stone Mountain,199900
4495,1962,2073,Acres,SINGLE_FAMILY,Dekalb County,Stone Mountain,375000
4496,2019,1520,sqft,TOWNHOUSE,Dekalb County,Stone Mountain,259900
4497,1999,0,sqft,TOWNHOUSE,Dekalb County,Stone Mountain,176000
4498,0,0,Acres,LOT,Dekalb County,Stone Mountain,75000
4499,0,0,Acres,LOT,Dekalb County,Stone Mountain,75000
4500,1964,1498,Acres,SINGLE_FAMILY,Dekalb County,Stone Mountain,260000
4501,1967,2824,Acres,SINGLE_FAMILY,Dekalb County,Stone Mountain,295000
4502,1987,1248,sqft,CONDO,Dekalb County,Stone Mountain,117900
4503,1985,1532,sqft,SINGLE_FAMILY,Dekalb County,Stone Mountain,220000
4504,1969,2424,Acres,SINGLE_FAMILY,Dekalb County,Stone Mountain,345000
4505,1987,1248,sqft,CONDO,Dekalb County,Stone Mountain,144999
4506,0,0,sqft,LOT,Dekalb County,Stone Mountain,35000
4507,0,0,Acres,LOT,Dekalb County,Stone Mountain,22900
